Trial,Condition,Location,Direction,Target,Response_Angle,Right_Angle,Error_Angle,Accuracy,Travel_Onset,Crosshair_Onset,Response_Time,RT,ITI_Onset,ITI_Duration
22,1,1,0,0,8.249,5.673,-2.576,None,1351.900670,1357.053026,1359.237973,2.184947,1359.259522,1.678352
23,1,0,0,0,130.949,42.779,-88.171,None,1362.171233,1366.919955,1375.761122,8.841167,1375.776342,4.790191
24,1,0,1,0,115.392,42.779,-72.613,None,1381.865385,1387.276585,1390.305557,3.028972,1390.320582,1.785296
25,2,0,3,2,4.049,27.003,22.953,1,1393.382809,1398.052044,1399.003203,0.951159,1399.013972,2.481897
25,2,0,1,1,292.235,290.466,-1.769,1,1402.684022,1408.319024,1411.769763,3.450739,1411.779995,2.187208
25,2,2,1,2,47.999,27.5,-20.499,1,1415.178001,1420.771221,1423.551808,2.780587,1423.560876,3.522108
25,2,3,2,2,44.146,41.458,-2.688,1,1428.295528,1433.150628,1436.294904,3.144276,1436.304780,4.024054
25,1,1,2,1,227.987,242.143,14.156,None,1845.472625,1850.825534,1855.526788,4.701254,1855.541938,1.901822
26,1,3,2,1,269.211,267.238,-1.973,None,1858.709438,1864.334241,1869.685512,5.351271,1869.703830,3.307325
27,1,2,3,1,234.48,264.027,29.547,None,1874.232985,1879.840448,1882.545042,2.704594,1882.562179,4.376275
28,1,3,1,0,137.244,23.97,-113.274,None,1888.195604,1893.326183,1900.670484,7.344301,1900.689227,4.444577
29,1,0,2,1,191.423,230.29,38.867,None,1906.396244,1912.022942,1921.167340,9.144398,1921.182819,2.941000
30,1,3,3,1,265.27,267.238,1.968,None,1925.344443,1930.939758,1933.113088,2.173330,1933.129569,3.303384
31,1,0,1,0,180.72,42.779,-137.942,None,1937.637762,1943.159479,1947.321684,4.162205,1947.338003,4.280685
32,1,2,0,1,251.903,264.027,12.124,None,1952.868986,1957.987785,1962.129896,4.142111,1962.146857,4.887662
33,2,3,1,0,206.207,225.759,19.552,1,1968.277790,1973.663618,1974.368395,0.704777,1974.381326,3.840394
33,2,1,3,0,236.496,231.509,-4.987,1,1979.427413,1984.897482,1987.908302,3.01082,1987.917476,2.096184
33,2,2,3,2,10.733,27.5,16.766,1,1991.242716,1996.156908,1997.061295,0.904387,1997.069887,3.474675
33,2,2,0,3,117.632,133.004,15.372,1,2001.839934,2006.780982,2007.804347,1.023365,2007.817918,2.092028
33,1,2,2,0,348.956,1.098,12.142,None,2398.157271,2403.492848,2405.847873,2.355025,2405.867357,4.505423
34,1,2,3,0,345.018,1.098,16.08,None,2411.621355,2416.512917,2416.924422,0.411505,2416.940673,3.568228
35,1,0,3,1,202.801,230.29,27.489,None,2421.745689,2427.110674,2432.417400,5.306726,2432.439154,3.412595
36,1,2,1,0,342.917,1.098,18.181,None,2437.060929,2442.582362,2448.414535,5.832173,2448.430846,1.693287
37,1,1,2,0,1.235,5.673,4.438,None,2451.286822,2456.156433,2458.167677,2.011244,2458.184974,4.599141
38,1,3,2,1,266.607,267.238,0.631,None,2464.035022,2469.350217,2469.417767,0.067550,2469.436219,3.114880
39,1,0,2,0,64.201,42.779,-21.423,None,2473.774024,2478.763208,2483.006802,4.243594,2483.027307,4.589147
40,1,2,0,0,351.019,1.098,10.079,None,2488.830592,2493.598106,2495.529939,1.931833,2495.546580,3.294073
41,2,1,2,3,140.904,148.822,7.919,1,2500.045989,2505.633072,2508.890304,3.257232,2508.900681,2.408228
41,2,3,1,1,310.507,316.33,5.824,1,2512.518474,2517.976740,2521.210849,3.234109,2521.218489,2.154604
41,2,2,2,1,288.714,287.922,-0.792,1,2524.681497,2529.557328,2530.287152,0.729824,2530.294842,4.910127
41,2,1,3,1,330.507,330.706,0.198,1,2536.459983,2541.792886,2542.997763,1.204877,2543.007462,4.655341
41,1,3,1,1,261.826,267.238,5.412,None,2951.703775,2956.643550,2958.899091,2.255541,2958.917049,1.026346
42,1,0,3,0,44.112,42.779,-1.333,None,2961.128577,2966.574447,2974.438366,7.863919,2974.456469,3.891467
43,1,1,0,1,149.949,242.143,92.194,None,2979.610923,2984.813613,2990.294123,5.480510,2990.311864,3.452174
44,1,1,3,0,94.688,5.673,-89.015,None,2994.992556,3000.504932,3002.560400,2.055468,3002.582161,4.363483
45,1,3,3,0,55.107,23.97,-31.137,None,3008.196401,3013.350277,3016.055193,2.704916,3016.071745,4.735824
46,1,2,1,1,256.885,264.027,7.142,None,3022.032660,3026.763016,3029.020893,2.257877,3029.041042,1.521067
47,1,1,1,1,224.954,242.143,17.19,None,3031.775855,3037.229371,3047.413739,10.184368,3047.428692,1.467875
48,1,0,3,0,60.974,42.779,-18.195,None,3050.094691,3054.962410,3061.610617,6.648207,3061.628674,3.888640
49,2,3,3,0,230.97,225.759,-5.211,1,3066.774423,3071.578395,3074.462302,2.883907,3074.476146,1.724868
49,2,1,2,0,233.678,231.509,-2.169,1,3077.426741,3082.396566,3083.375089,0.978523,3083.384937,3.510058
49,2,0,0,2,27.276,27.003,-0.273,1,3088.150471,3093.011022,3094.104109,1.093087,3094.115868,2.057268
49,2,3,2,3,121.415,136.796,15.381,1,3097.431077,3102.400254,3105.700818,3.300564,3105.710414,4.210568
