Number,6
Data type,Time,sPos (x),sPos (y), sPos(z),View Angle,jPos (x),jPos (z)
POSITION,0.214240,0.000,1.800,-0.000,90.000,0.000,-0.000
EVENT,0.224228,Familiarisation started
EVENT,0.225310,Start displaying intro screen
POSITION,0.345544,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.391135,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.430122,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.467706,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.505160,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.544536,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.584602,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.619712,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.658109,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.703022,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.750021,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.784168,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.821605,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.859901,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.898130,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.934142,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.971583,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.009854,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.048228,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.085681,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.123411,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.162137,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.199488,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.236587,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.275543,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.314614,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.360903,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.408613,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.445927,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.484394,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.519872,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.559499,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.597619,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.633349,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.673575,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.713737,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.751697,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.788905,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.835600,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.876141,0.000,1.800,-0.000,90.000,0.000,-0.000
