Trial,Condition,Location,Direction,Target,Response_Angle,Right_Angle,Error_Angle,Accuracy,Travel_Onset,Crosshair_Onset,Response_Time,RT,ITI_Onset,ITI_Duration
1,1,0,0,1,72.393,230.29,157.897,None,80.652765,85.603379,86.234439,0.631060,86.237104,4.366126
2,1,0,3,0,341.687,42.779,61.092,None,91.736522,97.269834,97.435146,0.165312,97.438940,1.498832
3,1,2,0,0,74.712,1.098,-73.614,None,100.101618,105.614490,105.776590,0.162100,105.784488,3.973261
4,1,1,3,1,8.01,242.143,-125.866,None,110.869667,115.477751,116.851631,1.373880,116.854426,4.513259
5,1,3,1,1,177.932,267.238,89.306,None,122.504719,128.008791,128.406284,0.397493,128.410501,1.211530
6,1,3,0,0,87.519,23.97,-63.549,None,130.740118,135.461177,135.881769,0.420592,135.883849,1.409234
7,1,3,2,1,266.607,267.238,0.631,None,138.405731,143.243930,145.782937,2.539007,145.785584,1.915113
8,1,3,3,1,356.821,267.238,-89.583,None,148.855379,154.369074,154.875598,0.506524,154.878852,3.606676
9,2,3,2,1,266.607,316.33,49.723,0,159.635860,165.007620,165.373714,0.366094,165.376086,3.695618
9,2,3,0,1,87.519,316.33,-131.189,0,170.200664,174.804961,175.468355,0.663394,175.470298,3.156288
9,2,2,1,1,166.776,287.922,121.146,0,179.747852,185.005912,185.393146,0.387234,185.395331,2.067892
9,2,0,1,3,152.067,128.161,-23.907,1,188.602631,193.841281,194.727412,0.886131,194.729318,4.349507
Trial,Condition,Location,Direction,Target,Response_Angle,Right_Angle,Error_Angle,Accuracy,Travel_Onset,Crosshair_Onset,Response_Time,RT,ITI_Onset,ITI_Duration
1,1,0,0,1,72.393,230.29,157.897,None,77.817940,82.844665,None,None,97.910579,3.065415
2,1,0,3,0,341.687,42.779,61.092,None,102.136952,107.615398,None,None,122.632470,3.660549
3,1,2,0,0,74.712,1.098,-73.614,None,127.468867,132.659763,None,None,147.704767,4.881532
4,1,1,3,1,8.01,242.143,-125.866,None,153.756317,159.230016,None,None,174.271099,2.078582
5,1,3,1,1,177.932,267.238,89.306,None,177.501551,182.205890,None,None,197.212925,2.997259
6,1,3,0,0,87.519,23.97,-63.549,None,201.309570,206.009562,None,None,221.097177,2.329432
7,1,3,2,1,266.607,267.238,0.631,None,224.597814,229.814396,None,None,244.865037,4.242458
8,1,3,3,1,356.821,267.238,-89.583,None,250.241172,255.280192,None,None,270.361297,3.475111
9,2,3,2,1,266.607,316.33,49.723,0,275.025447,280.474953,None,None,295.511055,1.234433
9,2,3,0,1,87.519,316.33,-131.189,0,297.945034,302.919633,None,None,317.974184,3.085788
9,2,2,1,1,166.776,287.922,121.146,0,322.192861,327.519704,None,None,342.568811,1.511932
9,2,0,1,3,152.067,128.161,-23.907,1,345.251499,350.392049,None,None,365.443413,1.179329
9,1,0,1,0,152.067,42.779,-109.289,None,555.514135,560.587554,None,None,575.673245,2.889196
10,1,2,3,1,345.018,264.027,-80.991,None,579.659906,584.308504,None,None,599.361277,2.227742
11,1,1,1,0,185.802,5.673,179.871,None,602.695074,607.581728,None,None,622.632461,3.928319
12,1,3,3,0,356.821,23.97,27.149,None,627.677025,632.363201,None,None,647.400258,2.168352
13,1,1,2,1,273.702,242.143,-31.559,None,650.671759,655.339413,None,None,670.412050,1.626392
14,1,1,0,0,86.89,5.673,-81.217,None,673.165825,678.401976,None,None,693.441314,3.638991
15,1,3,0,1,87.519,267.238,179.719,None,698.195479,703.535192,None,None,718.565610,3.433540
16,1,1,1,1,185.802,242.143,56.341,None,723.094640,728.329573,None,None,743.358959,3.521900
17,2,0,2,0,251.599,213.264,-38.335,0,748.076313,752.751415,None,None,767.824667,1.441217
17,2,2,1,3,166.776,133.004,-33.772,0,770.414431,775.569808,None,None,790.588275,1.128111
17,2,3,1,2,177.932,41.458,-136.475,0,792.836335,798.397528,None,None,813.427556,3.867000
17,2,2,3,0,345.018,207.599,-137.419,0,818.418473,823.043412,None,None,838.115941,3.739385
17,1,2,1,0,166.776,1.098,-165.678,None,2136.194759,2141.085343,None,None,2156.138943,2.298891
18,1,2,2,0,259.8,1.098,101.298,None,2159.544416,2164.713329,None,None,2179.749314,1.075306
19,1,0,2,1,251.599,230.29,-21.309,None,2182.002549,2187.226150,None,None,2202.259942,4.109416
20,1,0,3,0,341.687,42.779,61.092,None,2207.478649,2212.816394,None,None,2227.862510,4.177120
21,1,2,0,1,74.712,264.027,-170.685,None,2233.215903,2238.702561,None,None,2253.736323,4.953954
22,1,1,3,0,8.01,5.673,-2.337,None,2259.822057,2264.983687,None,None,2280.016419,3.385444
23,1,1,0,1,86.89,242.143,155.253,None,2284.529891,2289.955430,None,None,2304.977720,2.116617
24,1,0,0,1,72.393,230.29,157.897,None,2308.208672,2313.501523,None,None,2328.549891,1.419115
25,2,3,3,2,356.821,41.458,44.637,0,2331.090200,2335.918903,None,None,2350.974123,1.848727
25,2,2,2,3,259.8,133.004,-126.796,0,2353.967559,2358.884863,None,None,2373.943606,2.048284
25,2,0,3,2,341.687,27.003,45.316,0,2377.113939,2382.454686,None,None,2397.520043,1.953539
25,2,1,3,2,8.01,48.517,40.507,0,2400.598510,2405.846979,None,None,2420.872389,2.374116
25,1,0,2,1,251.599,230.29,-21.309,None,2687.239385,2692.321996,None,None,2707.329981,1.792774
26,1,0,1,0,152.067,42.779,-109.289,None,2710.295810,2715.648738,None,None,2730.737849,1.858426
27,1,1,0,0,86.89,5.673,-81.217,None,2733.728414,2738.834241,None,None,2753.884276,3.403622
28,1,0,3,1,341.687,230.29,-111.397,None,2758.407021,2763.678857,None,None,2778.742044,3.571987
29,1,3,2,0,266.607,23.97,117.363,None,2783.446385,2788.253600,None,None,2803.259962,1.944721
30,1,1,2,1,273.702,242.143,-31.559,None,2806.330015,2811.480004,None,None,2826.536184,3.030746
31,1,2,2,1,259.8,264.027,4.227,None,2830.703953,2836.007645,None,None,2851.085018,4.992533
32,1,1,0,1,86.89,242.143,155.253,None,2857.255891,2862.615403,None,None,2877.670537,3.403204
33,2,0,0,1,72.393,290.466,-141.927,0,2882.194244,2887.228908,2889.823271,2.594363,2889.825470,1.338276
33,2,0,2,2,251.599,27.003,135.404,0,2892.317746,2897.344757,None,None,2912.383818,1.097082
33,2,1,0,3,86.89,148.822,61.932,0,2914.606699,2919.884094,None,None,2934.921010,2.311381
33,2,2,3,2,345.018,27.5,42.481,0,2938.353945,2943.792580,None,None,2958.839427,2.138442
33,1,3,3,1,356.821,267.238,-89.583,None,3158.056822,3163.378984,None,None,3178.426456,2.380129
34,1,3,1,0,177.932,23.97,-153.962,None,3181.941594,3186.540384,None,None,3201.589818,2.554702
35,1,2,3,1,345.018,264.027,-80.991,None,3205.258343,3210.027579,None,None,3225.069523,2.424725
36,1,1,2,0,273.702,5.673,91.97,None,3228.610284,3234.000242,None,None,3249.070260,1.556968
37,1,0,3,1,341.687,230.29,-111.397,None,3251.742912,3256.538393,None,None,3271.554439,3.148145
38,1,2,2,0,259.8,1.098,101.298,None,3275.824084,3281.446914,None,None,3296.493479,2.465119
39,1,2,3,0,345.018,1.098,16.08,None,3300.112687,3305.232575,None,None,3320.304866,4.042469
40,1,0,2,0,251.599,42.779,151.18,None,3325.494370,3330.935755,None,None,3345.945760,1.065630
41,2,1,2,0,273.702,231.509,-42.193,0,3348.162462,3353.483468,None,None,3368.516565,4.838403
41,2,3,3,0,356.821,225.759,-131.062,0,3374.511714,3379.207134,None,None,3394.248333,3.003527
41,2,1,0,0,86.89,231.509,144.619,0,3398.382476,3403.083283,None,None,3418.130910,4.257132
41,2,3,1,0,177.932,225.759,47.827,0,3423.526517,3428.117457,None,None,3443.153689,4.131996
41,1,3,2,1,266.607,267.238,0.631,None,3628.374781,3633.203959,None,None,3648.248199,1.226784
42,1,2,0,1,74.712,264.027,-170.685,None,3650.607670,3655.763702,None,None,3670.818702,2.393975
43,1,0,0,0,72.393,42.779,-29.614,None,3674.377902,3679.523590,None,None,3694.580867,3.395241
44,1,2,3,0,345.018,1.098,16.08,None,3699.116605,3704.490559,None,None,3719.564892,3.156936
45,1,3,1,1,177.932,267.238,89.306,None,3723.887434,3728.907506,None,None,3743.926836,1.490883
46,1,3,0,0,87.519,23.97,-63.549,None,3746.559658,3751.555375,None,None,3766.622525,3.886778
47,1,2,0,0,74.712,1.098,-73.614,None,3771.655513,3776.811433,None,None,3791.860816,2.074597
48,1,0,1,1,152.067,230.29,78.222,None,3795.089388,3799.964100,None,None,3815.000747,2.728083
49,2,1,1,2,185.802,48.517,-137.285,0,3818.868913,3823.988558,None,None,3839.028152,4.629253
49,2,0,1,1,152.067,290.466,138.399,0,3844.829102,3850.129968,None,None,3865.200670,1.176354
49,2,3,2,3,266.607,136.796,-129.811,0,3867.520287,3872.852765,None,None,3887.890227,2.926073
49,2,3,0,3,87.519,136.796,49.277,0,3891.924564,3897.062430,None,None,3912.109273,3.807642
49,1,1,3,1,8.01,242.143,-125.866,None,4150.303982,4155.309093,None,None,4170.340033,3.514500
50,1,1,1,0,185.802,5.673,179.871,None,4174.975128,4179.633932,None,None,4194.685186,4.945398
51,1,3,2,0,266.607,23.97,117.363,None,4200.779940,4205.541593,None,None,4220.573057,1.901496
52,1,0,0,0,72.393,42.779,-29.614,None,4223.555738,4228.959630,None,None,4244.021399,3.137151
53,1,1,1,1,185.802,242.143,56.341,None,4248.261915,4253.384893,None,None,4268.444144,4.196042
54,1,2,1,1,166.776,264.027,97.251,None,4273.756088,4279.114842,None,None,4294.162119,4.677721
55,1,3,3,0,356.821,23.97,27.149,None,4299.979569,4304.892515,None,None,4319.930922,4.139453
56,1,0,1,1,152.067,230.29,78.222,None,4325.208213,4330.499194,None,None,4345.565828,1.543003
57,2,2,0,2,74.712,27.5,-47.212,0,4348.258453,4353.570711,None,None,4368.635336,2.534003
57,2,0,3,0,341.687,213.264,-128.423,0,4372.324103,4377.162105,None,None,4392.200545,4.654089
57,2,1,1,1,185.802,330.706,144.904,0,4397.951750,4403.510452,None,None,4418.583411,3.739239
57,2,0,0,3,72.393,128.161,55.768,0,4423.451177,4428.839573,None,None,4443.889721,1.846992
57,1,3,1,0,177.932,23.97,-153.962,None,4840.480689,4845.691323,None,None,4860.722119,3.877069
58,1,1,3,0,8.01,5.673,-2.337,None,4865.752134,4871.056004,None,None,4886.078959,1.321322
59,1,3,0,1,87.519,267.238,179.719,None,4888.533066,4893.970415,None,None,4909.029603,2.192904
60,1,1,2,0,273.702,5.673,91.97,None,4912.356193,4917.191408,None,None,4932.242217,1.395737
61,1,2,1,0,166.776,1.098,-165.678,None,4934.823707,4939.834209,None,None,4954.886171,2.303257
62,1,2,2,1,259.8,264.027,4.227,None,4958.312611,4963.417162,None,None,4978.462502,4.472289
63,1,0,2,0,251.599,42.779,151.18,None,4984.057767,4989.053797,None,None,5004.090662,1.586184
64,1,2,1,1,166.776,264.027,97.251,None,5006.849652,5011.817834,None,None,5026.843731,1.304791
65,2,1,3,3,8.01,148.822,140.813,0,5029.247687,5034.068378,None,None,5049.111663,1.245854
65,2,2,2,1,259.8,287.922,28.122,0,5051.466074,5056.602847,None,None,5071.653694,2.197980
65,2,1,2,1,273.702,330.706,57.003,0,5074.982573,5079.699851,None,None,5094.716508,4.138337
65,2,2,0,0,74.712,207.599,132.887,0,5099.982057,5105.430771,None,None,5120.453380,1.461015
Trial,Condition,Location,Direction,Target,Response_Angle,Right_Angle,Error_Angle,Accuracy,Travel_Onset,Crosshair_Onset,Response_Time,RT,ITI_Onset,ITI_Duration
Trial,Condition,Location,Direction,Target,Response_Angle,Right_Angle,Error_Angle,Accuracy,Travel_Onset,Crosshair_Onset,Response_Time,RT,ITI_Onset,ITI_Duration
Trial,Condition,Location,Direction,Target,Response_Angle,Right_Angle,Error_Angle,Accuracy,Travel_Onset,Crosshair_Onset,Response_Time,RT,ITI_Onset,ITI_Duration
Trial,Condition,Location,Direction,Target,Response_Angle,Right_Angle,Error_Angle,Accuracy,Travel_Onset,Crosshair_Onset,Response_Time,RT,ITI_Onset,ITI_Duration
Trial,Condition,Location,Direction,Target,Response_Angle,Right_Angle,Error_Angle,Accuracy,Travel_Onset,Crosshair_Onset,Response_Time,RT,ITI_Onset,ITI_Duration
Trial,Condition,Location,Direction,Target,Response_Angle,Right_Angle,Error_Angle,Accuracy,Travel_Onset,Crosshair_Onset,Response_Time,RT,ITI_Onset,ITI_Duration
Trial,Condition,Location,Direction,Target,Response_Angle,Right_Angle,Error_Angle,Accuracy,Travel_Onset,Crosshair_Onset,Response_Time,RT,ITI_Onset,ITI_Duration
Trial,Condition,Location,Direction,Target,Response_Angle,Right_Angle,Error_Angle,Accuracy,Travel_Onset,Crosshair_Onset,Response_Time,RT,ITI_Onset,ITI_Duration
Trial,Condition,Location,Direction,Target,Response_Angle,Right_Angle,Error_Angle,Accuracy,Travel_Onset,Crosshair_Onset,Response_Time,RT,ITI_Onset,ITI_Duration
Trial,Condition,Location,Direction,Target,Response_Angle,Right_Angle,Error_Angle,Accuracy,Travel_Onset,Crosshair_Onset,Response_Time,RT,ITI_Onset,ITI_Duration
Trial,Condition,Location,Direction,Target,Response_Angle,Right_Angle,Error_Angle,Accuracy,Travel_Onset,Crosshair_Onset,Response_Time,RT,ITI_Onset,ITI_Duration
Trial,Condition,Location,Direction,Target,Response_Angle,Right_Angle,Error_Angle,Accuracy,Travel_Onset,Crosshair_Onset,Response_Time,RT,ITI_Onset,ITI_Duration
Trial,Condition,Location,Direction,Target,Response_Angle,Right_Angle,Error_Angle,Accuracy,Travel_Onset,Crosshair_Onset,Response_Time,RT,ITI_Onset,ITI_Duration
Trial,Condition,Location,Direction,Target,Response_Angle,Right_Angle,Error_Angle,Accuracy,Travel_Onset,Crosshair_Onset,Response_Time,RT,ITI_Onset,ITI_Duration
Trial,Condition,Location,Direction,Target,Response_Angle,Right_Angle,Error_Angle,Accuracy,Travel_Onset,Crosshair_Onset,Response_Time,RT,ITI_Onset,ITI_Duration
Trial,Condition,Location,Direction,Target,Response_Angle,Right_Angle,Error_Angle,Accuracy,Travel_Onset,Crosshair_Onset,Response_Time,RT,ITI_Onset,ITI_Duration
Trial,Condition,Location,Direction,Target,Response_Angle,Right_Angle,Error_Angle,Accuracy,Travel_Onset,Crosshair_Onset,Response_Time,RT,ITI_Onset,ITI_Duration
Trial,Condition,Location,Direction,Target,Response_Angle,Right_Angle,Error_Angle,Accuracy,Travel_Onset,Crosshair_Onset,Response_Time,RT,ITI_Onset,ITI_Duration
1,1,0,0,1,72.393,230.29,157.897,None,66.516961,72.031674,None,None,87.096343,1.208547
2,1,0,3,0,341.687,42.779,61.092,None,89.662178,94.519515,None,None,109.664607,4.423463
3,1,2,0,0,74.712,1.098,-73.614,None,115.523771,120.817186,None,None,135.875241,4.672788
4,1,1,3,1,8.01,242.143,-125.866,None,141.883374,147.250643,None,None,162.367634,2.473242
5,1,3,1,1,177.932,267.238,89.306,None,166.203256,171.194909,None,None,186.352284,1.817921
6,1,3,0,0,87.519,23.97,-63.549,None,189.488715,194.885643,None,None,209.959925,1.749797
7,1,3,2,1,266.607,267.238,0.631,None,213.054659,217.938686,None,None,233.143981,2.112877
8,1,3,3,1,356.821,267.238,-89.583,None,236.729208,242.088012,None,None,257.139486,4.470193
9,2,3,2,1,266.607,316.33,49.723,0,263.027945,268.343174,None,None,283.486397,4.737002
9,2,3,0,1,87.519,316.33,-131.189,0,289.650703,294.801660,None,None,309.955911,4.744545
9,2,2,1,1,166.776,287.922,121.146,0,316.005711,321.820928,None,None,336.951579,1.927797
9,2,0,1,3,152.067,128.161,-23.907,1,340.252592,345.050539,None,None,360.230421,2.044424
