Trial,Condition,Location,Direction,Target,Response_Angle,Right_Angle,Error_Angle,Accuracy,Travel_Onset,Crosshair_Onset,Response_Time,RT,ITI_Onset,ITI_Duration
27,1,1,0,0,86.89,5.673,-81.217,None,1541.462575,1546.795349,None,None,1561.835656,1.599092
28,1,3,0,1,87.519,267.238,179.719,None,1564.605758,1569.319065,None,None,1584.376215,2.839695
29,1,2,1,1,166.776,264.027,97.251,None,1588.464303,1593.988205,None,None,1609.064128,4.580235
30,1,1,3,0,8.01,5.673,-2.337,None,1614.904392,1620.091607,None,None,1635.133684,3.715681
31,1,0,0,1,72.393,230.29,157.897,None,1640.019706,1644.807483,None,None,1659.871812,2.551213
32,1,3,2,1,266.607,267.238,0.631,None,1663.614333,1668.637034,None,None,1683.696069,4.407034
33,2,1,3,2,8.01,48.517,40.507,0,1689.369743,1694.494041,None,None,1709.555044,3.634740
33,2,0,0,1,72.393,290.466,-141.927,0,1714.453701,1719.539744,None,None,1734.599140,1.126005
33,2,3,2,0,266.607,225.759,-40.848,0,1736.980368,1741.713274,None,None,1756.803437,3.551316
33,2,0,1,1,152.067,290.466,138.399,0,1761.615041,1766.358263,None,None,1781.464645,2.320991
33,1,0,2,0,251.599,42.779,151.18,None,1981.679797,1986.703749,None,None,2001.736566,4.750621
34,1,1,1,1,185.802,242.143,56.341,None,2007.753964,2013.392299,None,None,2028.479944,3.112540
35,1,3,0,0,87.519,23.97,-63.549,None,2032.864155,2038.315575,None,None,2053.381819,2.171308
36,1,3,3,0,356.821,23.97,27.149,None,2056.746461,2062.111159,None,None,2077.179327,2.565809
37,1,1,1,0,185.802,5.673,179.871,None,2081.017719,2086.479430,None,None,2101.607382,2.078666
38,1,3,1,1,177.932,267.238,89.306,None,2104.919498,2109.875511,None,None,2124.941790,4.424244
39,1,2,3,1,345.018,264.027,-80.991,None,2130.616446,2135.767685,None,None,2150.788447,1.968755
40,1,3,3,1,356.821,267.238,-89.583,None,2153.966821,2158.730428,None,None,2173.776056,3.469654
41,2,3,0,3,87.519,136.796,49.277,0,2178.550035,2183.231632,None,None,2198.303142,2.950375
41,2,2,2,1,259.8,287.922,28.122,0,2202.419061,2207.575039,None,None,2222.629766,3.853953
41,2,3,3,3,356.821,136.796,139.975,0,2227.722332,2233.112449,None,None,2248.146725,4.006128
41,2,2,0,2,74.712,27.5,-47.212,0,2253.331155,2258.842896,None,None,2273.922799,3.848330
41,1,3,0,1,87.519,267.238,179.719,None,2509.790493,2514.577274,None,None,2529.636516,1.438027
42,1,0,2,0,251.599,42.779,151.18,None,2532.301443,2537.699223,None,None,2552.763396,1.498132
43,1,2,1,0,166.776,1.098,-165.678,None,2555.453380,2560.899752,None,None,2575.981305,4.951009
44,1,2,3,0,345.018,1.098,16.08,None,2582.161022,2587.078538,None,None,2602.114931,4.749773
45,1,0,0,0,72.393,42.779,-29.614,None,2608.009846,2612.757934,None,None,2627.837044,4.267119
46,1,0,3,1,341.687,230.29,-111.397,None,2633.352666,2638.410897,None,None,2653.465717,2.386604
47,1,0,1,1,152.067,230.29,78.222,None,2657.038569,2662.638111,None,None,2677.728542,4.670968
48,1,2,2,1,259.8,264.027,4.227,None,2683.656093,2688.591399,None,None,2703.632437,3.964280
49,2,3,1,1,177.932,316.33,138.398,0,2708.820137,2714.357904,None,None,2729.442317,4.294514
49,2,2,1,2,166.776,27.5,-139.276,0,2734.981074,2739.779577,None,None,2754.827097,3.436693
49,2,1,2,1,273.702,330.706,57.003,0,2759.476900,2764.884344,None,None,2779.977644,1.174235
49,2,1,3,3,8.01,148.822,140.813,0,2782.416478,2787.599084,None,None,2802.692867,1.046612
49,1,2,1,0,166.776,1.098,-165.678,None,3018.576095,3023.286754,None,None,3038.415085,3.635334
50,1,0,2,1,251.599,230.29,-21.309,None,3043.333471,3048.360969,None,None,3063.399069,1.568295
51,1,1,0,1,86.89,242.143,155.253,None,3066.218940,3070.869085,None,None,3085.963803,1.877247
52,1,2,0,1,74.712,264.027,-170.685,None,3088.992913,3094.338122,None,None,3109.415132,3.957632
53,1,0,0,1,72.393,230.29,157.897,None,3114.635545,3119.966112,None,None,3134.985396,4.681028
54,1,3,1,0,177.932,23.97,-153.962,None,3140.825403,3145.877411,None,None,3160.923750,1.450778
55,1,1,2,1,273.702,242.143,-31.559,None,3163.584747,3169.151339,None,None,3184.207228,1.474508
56,1,1,0,1,86.89,242.143,155.253,None,3186.888031,3191.955508,None,None,3207.048639,4.631113
57,2,2,3,1,345.018,287.922,-57.096,0,3212.913014,3218.080711,None,None,3233.164935,2.418447
57,2,0,3,0,341.687,213.264,-128.423,0,3236.764648,3241.686815,None,None,3256.753259,4.251996
57,2,0,1,3,152.067,128.161,-23.907,1,3262.159206,3267.231317,None,None,3282.302021,3.063452
57,2,2,2,0,259.8,207.599,-52.201,0,3286.591292,3291.782385,None,None,3306.846183,3.883818
57,1,1,3,1,8.01,242.143,-125.866,None,3515.009291,3520.093080,None,None,3535.184336,2.702550
58,1,3,0,0,87.519,23.97,-63.549,None,3539.122141,3544.164125,None,None,3559.278032,4.646794
59,1,3,2,1,266.607,267.238,0.631,None,3565.150014,3570.512228,None,None,3585.560430,2.715348
60,1,2,0,0,74.712,1.098,-73.614,None,3589.470388,3594.238186,None,None,3609.264021,2.939829
61,1,0,1,0,152.067,42.779,-109.289,None,3613.498123,3618.471815,None,None,3633.606567,3.047586
62,1,1,0,0,86.89,5.673,-81.217,None,3637.878754,3642.919981,None,None,3658.029585,2.643378
63,1,0,3,0,341.687,42.779,61.092,None,3661.861899,3667.104988,None,None,3682.186972,1.830707
64,1,2,1,1,166.776,264.027,97.251,None,3685.220106,3690.025296,None,None,3705.061258,2.596444
65,2,1,0,1,86.89,330.706,-116.184,0,3708.867432,3713.954540,None,None,3728.993895,2.500023
65,2,3,0,1,87.519,316.33,-131.189,0,3732.678416,3738.240721,None,None,3753.389038,2.296062
65,2,0,0,3,72.393,128.161,55.768,0,3756.946184,3762.351399,None,None,3777.419456,3.170737
65,2,1,1,0,185.802,231.509,45.707,0,3781.808807,3787.039144,None,None,3802.088106,3.505730
