Trial,Condition,Location,Direction,Target,Response_Angle,Right_Angle,Error_Angle,Accuracy,Travel_Onset,Crosshair_Onset,Response_Time,RT,ITI_Onset,ITI_Duration
1,2,3,0,1,323.113,316.33,-6.782,1,1.506844,7.111098,10.288828,3.17773,10.296617,2.833260
1,1,3,0,0,37.569,23.97,-13.599,None,248.731994,253.733480,255.091212,1.357732,255.107913,1.128508
2,1,1,1,0,8.154,5.673,-2.481,None,257.382447,263.049828,267.064519,4.014691,267.082938,3.589306
3,1,1,0,1,229.463,242.143,12.681,None,271.922157,277.117747,280.988106,3.870359,281.003317,1.956118
4,1,3,1,1,265.048,267.238,2.19,None,284.217158,288.911929,291.236934,2.325005,291.256013,4.316612
5,1,0,2,1,201.954,230.29,28.336,None,296.803365,302.204154,303.377713,1.173559,303.392900,2.804724
6,1,3,2,0,28.362,23.97,-4.392,None,307.404769,312.289420,318.178536,5.889116,318.192328,3.272496
7,1,2,3,0,356.338,1.098,4.761,None,322.755913,328.126527,328.691014,0.564487,328.709322,1.979969
8,1,3,0,0,26.97,23.97,-3.0,None,331.872745,337.072798,338.495659,1.422861,338.511177,4.732131
9,2,0,3,0,209.625,213.264,3.638,1,344.481400,349.675583,352.690715,3.015132,352.702877,1.704204
9,2,3,0,2,45.597,41.458,-4.139,1,355.576160,360.518785,361.540131,1.021346,361.548929,1.704832
9,2,2,1,0,206.334,207.599,1.265,1,364.482218,370.097066,371.062246,0.96518,371.075738,4.751361
9,2,1,0,1,328.725,330.706,1.98,1,377.072191,382.231593,384.938686,2.707093,384.950412,2.841792
