Number,99
Data type,Time,sPos (x),sPos (y), sPos(z),View Angle,jPos (x),jPos (z)
POSITION,0.185875,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.195914,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.212632,0.000,1.800,-0.000,90.000,0.000,-0.000
EVENT,0.218137,Familiarisation started
EVENT,0.218628,Start displaying intro screen
POSITION,0.269001,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.304516,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.338901,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.375352,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.413990,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.451310,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.487113,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.523326,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.557825,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.593326,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.629956,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.667063,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.702781,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.744823,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.791111,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.823810,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.859539,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.895776,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.932505,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.968250,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.003619,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.038116,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.073583,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.110510,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.147259,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.183572,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.220074,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.254263,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.290260,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.325647,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.361457,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.398451,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.434702,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.469883,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.504367,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.540014,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.575574,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.612228,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.648705,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.691266,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.723732,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.758161,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.793772,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.834116,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.877927,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.914270,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.950662,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.986027,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,2.021629,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,2.055742,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,2.091363,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,2.127055,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,2.163783,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,2.199764,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,2.235414,0.000,1.800,-0.000,90.000,0.000,-0.000
EVENT,2.267742,End displaying intro screen
EVENT,2.269033,Setting viewpoint location and view direction to start value
EVENT,2.270400,Movement enabled
POSITION,2.277324,-54.000,1.830,-32.000,360.000,0.000,-0.000
POSITION,2.313342,-54.000,1.860,-32.000,360.000,0.000,-0.000
POSITION,2.353947,-54.000,1.890,-32.000,360.000,0.000,-0.000
POSITION,2.392221,-54.000,1.920,-32.000,360.000,0.000,-0.000
POSITION,2.436588,-54.000,1.950,-32.000,360.000,0.000,-0.000
POSITION,2.477749,-54.000,1.980,-32.000,360.000,0.000,-0.000
POSITION,2.521406,-54.000,1.988,-32.000,360.000,0.000,-0.000
POSITION,2.561873,-54.000,1.988,-32.000,360.000,0.000,-0.000
POSITION,2.605400,-54.000,1.988,-32.000,360.000,0.000,-0.000
POSITION,2.646239,-54.000,1.988,-32.000,360.000,0.000,-0.000
POSITION,2.689993,-54.000,1.988,-32.000,360.000,0.000,-0.000
POSITION,2.731219,-54.000,1.988,-32.000,360.000,0.000,-0.000
POSITION,2.776268,-54.000,1.988,-32.000,360.000,0.000,-0.000
POSITION,2.816976,-54.000,1.988,-32.000,360.000,0.000,-0.000
POSITION,2.858885,-54.000,1.988,-32.000,360.000,0.000,-0.000
POSITION,2.901685,-54.000,1.988,-32.000,360.000,0.000,-0.000
POSITION,2.950846,-54.000,1.988,-32.000,360.000,0.000,-0.000
POSITION,2.992715,-54.000,1.988,-32.000,360.000,0.000,-0.000
POSITION,3.032048,-54.000,1.988,-32.000,360.000,0.000,-0.000
POSITION,3.073627,-54.000,1.988,-32.000,360.000,0.000,-0.000
POSITION,3.113241,-54.000,1.988,-32.000,360.000,0.000,-0.000
POSITION,3.155002,-54.000,1.988,-32.000,360.000,0.000,-0.000
POSITION,3.208767,-54.000,1.988,-32.000,360.000,0.000,-0.000
POSITION,3.247980,-54.000,1.988,-32.000,360.000,0.000,-0.000
POSITION,3.290974,-54.000,1.988,-32.000,360.000,0.000,-0.000
POSITION,3.329601,-54.000,1.988,-32.000,360.000,0.000,-0.000
POSITION,3.371630,-54.000,1.988,-32.000,360.000,0.000,-0.000
