Number,999999
Initials,[]
Gender,[]
Age,[]
Data type,Time,sPos (x),sPos (y), sPos(z),View Angle,jPos (x),jPos (z)
POSITION,0.024132,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.031591,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.047990,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.064149,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.080546,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.097228,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.114068,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.130882,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.147276,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.164148,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.180586,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.197225,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.214303,0.000,1.800,-0.000,90.000,0.000,-0.000
EVENT,0.226037,Practice started
EVENT,0.226925,Start displaying intro screen
POSITION,0.317825,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.362620,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.407882,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.452520,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.498163,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.547123,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.603827,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.651247,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.696017,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.741003,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.785639,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.835535,0.000,1.800,-0.000,90.000,0.000,-0.000
Number,999999
Initials,[]
Gender,[]
Age,[]
Data type,Time,sPos (x),sPos (y), sPos(z),View Angle,jPos (x),jPos (z)
POSITION,0.030487,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.036216,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.054686,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.070871,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.087404,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.103624,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.120437,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.137502,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.153891,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.170820,0.000,1.800,-0.000,90.000,0.000,-0.000
