Number,999
Initials,[]
Gender,[]
Age,[]
Data type,Time,sPos (x),sPos (y), sPos(z),View Angle,jPos (x),jPos (z)
POSITION,0.229461,0.000,1.800,-0.000,90.000,0.000,-0.000
EVENT,0.235606,Test started
EVENT,0.237697,Start displaying intro screen
EVENT,0.242374,"['Starting control trial', '[3, 2, 1]']"
EVENT,0.242704,"['Setting viewpoint position to', '[-4.174, 0.146, -29.425]']"
EVENT,0.242952,Rotating to intersection center
POSITION,0.329269,-4.174,1.946,-29.425,90.000,0.000,-0.000
EVENT,0.409881,"['Displaying control cue to target', '31']"
POSITION,0.411592,-4.174,1.946,-29.425,183.393,0.000,-0.000
POSITION,0.502335,-4.174,1.946,-29.425,183.393,0.000,-0.000
POSITION,0.568247,-4.174,1.946,-29.425,183.393,0.000,-0.000
POSITION,0.638412,-4.174,1.946,-29.425,183.393,0.000,-0.000
POSITION,0.708857,-4.174,1.946,-29.425,183.393,0.000,-0.000
POSITION,0.789507,-4.174,1.946,-29.425,183.393,0.000,-0.000
POSITION,0.859453,-4.174,1.946,-29.425,183.393,0.000,-0.000
POSITION,0.932540,-4.174,1.946,-29.425,183.393,0.000,-0.000
POSITION,1.001336,-4.174,1.946,-29.425,183.393,0.000,-0.000
POSITION,1.073421,-4.174,1.946,-29.425,183.393,0.000,-0.000
POSITION,1.143716,-4.174,1.946,-29.425,183.393,0.000,-0.000
POSITION,1.214605,-4.174,1.946,-29.425,183.393,0.000,-0.000
POSITION,1.284799,-4.174,1.946,-29.425,183.393,0.000,-0.000
POSITION,1.354916,-4.174,1.946,-29.425,183.393,0.000,-0.000
POSITION,1.427964,-4.174,1.946,-29.425,183.393,0.000,-0.000
EVENT,1.429938,"['Moving subject to center of intersection', '[-24.126, 0.172, -30.608]']"
POSITION,1.499026,-4.174,1.946,-29.425,183.393,0.000,-0.000
POSITION,1.568898,-4.521,1.946,-29.446,183.393,0.000,-0.000
POSITION,1.644867,-4.902,1.947,-29.468,183.393,0.000,-0.000
POSITION,1.714857,-5.251,1.947,-29.489,183.393,0.000,-0.000
POSITION,1.784908,-5.600,1.948,-29.510,183.393,0.000,-0.000
POSITION,1.867912,-6.014,1.948,-29.534,183.393,0.000,-0.000
POSITION,1.937713,-6.361,1.949,-29.555,183.393,0.000,-0.000
POSITION,2.006306,-6.705,1.949,-29.575,183.393,0.000,-0.000
POSITION,2.074967,-7.047,1.950,-29.595,183.393,0.000,-0.000
POSITION,2.142948,-7.386,1.950,-29.615,183.393,0.000,-0.000
POSITION,2.211417,-7.728,1.951,-29.636,183.393,0.000,-0.000
POSITION,2.279570,-8.068,1.951,-29.656,183.393,0.000,-0.000
POSITION,2.353051,-8.434,1.952,-29.678,183.393,0.000,-0.000
POSITION,2.421856,-8.777,1.952,-29.698,183.393,0.000,-0.000
POSITION,2.490286,-9.119,1.952,-29.718,183.393,0.000,-0.000
POSITION,2.558782,-9.460,1.953,-29.738,183.393,0.000,-0.000
POSITION,2.628365,-9.808,1.953,-29.759,183.393,0.000,-0.000
POSITION,2.697526,-10.152,1.954,-29.779,183.393,0.000,-0.000
POSITION,2.765831,-10.493,1.954,-29.800,183.393,0.000,-0.000
POSITION,2.834348,-10.835,1.955,-29.820,183.393,0.000,-0.000
POSITION,2.912099,-11.221,1.955,-29.843,183.393,0.000,-0.000
POSITION,2.984332,-11.583,1.956,-29.864,183.393,0.000,-0.000
POSITION,3.051428,-11.918,1.956,-29.884,183.393,0.000,-0.000
POSITION,3.120096,-12.259,1.957,-29.904,183.393,0.000,-0.000
POSITION,3.190199,-12.610,1.957,-29.925,183.393,0.000,-0.000
