Number,6
Initials,[]
Gender,[]
Age,[]
Data type,Time,sPos (x),sPos (y), sPos(z),View Angle,jPos (x),jPos (z)
POSITION,0.239483,0.000,1.800,-0.000,90.000,0.000,-0.000
EVENT,0.246792,Test started
EVENT,0.247595,Start displaying intro screen
EVENT,0.250697,"['Starting control trial', '[3, 0, 1]']"
EVENT,0.250978,"['Setting viewpoint position to', '[-44.16, 0.172, -31.476]']"
EVENT,0.251213,Rotating to intersection center
POSITION,0.357684,-44.160,1.972,-31.476,90.000,0.000,-0.000
EVENT,0.441795,"['Displaying control cue to target', '31']"
POSITION,0.444318,-44.160,1.972,-31.476,2.481,0.000,-0.000
POSITION,0.543990,-44.160,1.972,-31.476,2.481,0.000,-0.000
POSITION,0.620653,-44.160,1.972,-31.476,2.481,0.000,-0.000
POSITION,0.697008,-44.160,1.972,-31.476,2.481,0.000,-0.000
POSITION,0.778715,-44.160,1.972,-31.476,2.481,0.000,-0.000
POSITION,0.861170,-44.160,1.972,-31.476,2.481,0.000,-0.000
POSITION,0.943991,-44.160,1.972,-31.476,2.481,0.000,-0.000
POSITION,1.030568,-44.160,1.972,-31.476,2.481,0.000,-0.000
POSITION,1.112568,-44.160,1.972,-31.476,2.481,0.000,-0.000
POSITION,1.195125,-44.160,1.972,-31.476,2.481,0.000,-0.000
POSITION,1.276786,-44.160,1.972,-31.476,2.481,0.000,-0.000
POSITION,1.359503,-44.160,1.972,-31.476,2.481,0.000,-0.000
POSITION,1.440847,-44.160,1.972,-31.476,2.481,0.000,-0.000
POSITION,1.522200,-44.160,1.972,-31.476,2.481,0.000,-0.000
EVENT,1.524511,"['Moving subject to center of intersection', '[-24.126, 0.172, -30.608]']"
POSITION,1.616681,-44.160,1.972,-31.476,2.481,0.000,-0.000
POSITION,1.701903,-43.728,1.972,-31.457,2.481,0.000,-0.000
POSITION,1.783873,-43.317,1.972,-31.439,2.481,0.000,-0.000
POSITION,1.866096,-42.906,1.972,-31.422,2.481,0.000,-0.000
POSITION,1.950003,-42.485,1.972,-31.403,2.481,0.000,-0.000
POSITION,2.031045,-42.079,1.972,-31.386,2.481,0.000,-0.000
POSITION,2.111274,-41.677,1.972,-31.368,2.481,0.000,-0.000
POSITION,2.192267,-41.274,1.972,-31.351,2.481,0.000,-0.000
POSITION,2.272628,-40.869,1.972,-31.333,2.481,0.000,-0.000
POSITION,2.353819,-40.462,1.972,-31.316,2.481,0.000,-0.000
POSITION,2.435149,-40.055,1.972,-31.298,2.481,0.000,-0.000
POSITION,2.515010,-39.655,1.972,-31.281,2.481,0.000,-0.000
POSITION,2.595023,-39.254,1.972,-31.263,2.481,0.000,-0.000
POSITION,2.679100,-38.834,1.972,-31.245,2.481,0.000,-0.000
POSITION,2.768364,-38.387,1.972,-31.226,2.481,0.000,-0.000
POSITION,2.848590,-37.984,1.972,-31.208,2.481,0.000,-0.000
POSITION,2.928060,-37.586,1.972,-31.191,2.481,0.000,-0.000
POSITION,3.007616,-37.188,1.972,-31.174,2.481,0.000,-0.000
POSITION,3.087112,-36.790,1.972,-31.157,2.481,0.000,-0.000
POSITION,3.167115,-36.389,1.972,-31.139,2.481,0.000,-0.000
POSITION,3.256027,-35.944,1.972,-31.120,2.481,0.000,-0.000
POSITION,3.335089,-35.548,1.972,-31.103,2.481,0.000,-0.000
POSITION,3.413986,-35.152,1.972,-31.086,2.481,0.000,-0.000
POSITION,3.492467,-34.759,1.972,-31.069,2.481,0.000,-0.000
POSITION,3.570491,-34.369,1.972,-31.052,2.481,0.000,-0.000
POSITION,3.648747,-33.976,1.972,-31.035,2.481,0.000,-0.000
POSITION,3.726680,-33.586,1.972,-31.018,2.481,0.000,-0.000
POSITION,3.815652,-33.141,1.972,-30.999,2.481,0.000,-0.000
POSITION,3.892560,-32.755,1.972,-30.982,2.481,0.000,-0.000
POSITION,3.969354,-32.371,1.972,-30.965,2.481,0.000,-0.000
POSITION,4.045907,-31.987,1.972,-30.949,2.481,0.000,-0.000
POSITION,4.121741,-31.608,1.972,-30.932,2.481,0.000,-0.000
POSITION,4.197199,-31.230,1.972,-30.916,2.481,0.000,-0.000
POSITION,4.273317,-30.851,1.972,-30.899,2.481,0.000,-0.000
POSITION,4.348730,-30.473,1.972,-30.883,2.481,0.000,-0.000
POSITION,4.423904,-30.096,1.972,-30.867,2.481,0.000,-0.000
POSITION,4.502221,-29.704,1.972,-30.850,2.481,0.000,-0.000
POSITION,4.578441,-29.322,1.972,-30.833,2.481,0.000,-0.000
POSITION,4.701543,-28.703,1.972,-30.806,2.481,0.000,-0.000
POSITION,4.785041,-28.288,1.972,-30.788,2.481,0.000,-0.000
POSITION,4.853016,-27.949,1.972,-30.774,2.481,0.000,-0.000
POSITION,4.929488,-27.562,1.972,-30.757,2.481,0.000,-0.000
POSITION,5.007688,-27.170,1.972,-30.740,2.481,0.000,-0.000
POSITION,5.087273,-26.773,1.972,-30.723,2.481,0.000,-0.000
POSITION,5.165542,-26.381,1.972,-30.706,2.481,0.000,-0.000
POSITION,5.240762,-26.005,1.972,-30.689,2.481,0.000,-0.000
POSITION,5.317058,-25.624,1.972,-30.673,2.481,0.000,-0.000
POSITION,5.391307,-25.249,1.972,-30.657,2.481,0.000,-0.000
POSITION,5.472368,-24.845,1.972,-30.639,2.481,0.000,-0.000
POSITION,5.550445,-24.453,1.972,-30.622,2.481,0.000,-0.000
EVENT,5.629887,Movement ended
EVENT,5.631231,"['Short wait time', '1.496']"
POSITION,5.632872,-24.126,1.972,-30.608,2.481,0.000,-0.000
POSITION,5.709672,-24.126,1.972,-30.608,2.481,0.000,-0.000
POSITION,5.789934,-24.126,1.972,-30.608,2.481,0.000,-0.000
POSITION,5.871335,-24.126,1.972,-30.608,2.481,0.000,-0.000
POSITION,5.967095,-24.126,1.972,-30.608,2.481,0.000,-0.000
POSITION,6.045423,-24.126,1.972,-30.608,2.481,0.000,-0.000
POSITION,6.123314,-24.126,1.972,-30.608,2.481,0.000,-0.000
POSITION,6.202247,-24.126,1.972,-30.608,2.481,0.000,-0.000
POSITION,6.283618,-24.126,1.972,-30.608,2.481,0.000,-0.000
POSITION,6.360352,-24.126,1.972,-30.608,2.481,0.000,-0.000
POSITION,6.441823,-24.126,1.972,-30.608,2.481,0.000,-0.000
POSITION,6.520896,-24.126,1.972,-30.608,2.481,0.000,-0.000
POSITION,6.595851,-24.126,1.972,-30.608,2.481,0.000,-0.000
POSITION,6.675478,-24.126,1.972,-30.608,2.481,0.000,-0.000
POSITION,6.810556,-24.126,1.972,-30.608,2.481,0.000,-0.000
POSITION,6.965056,-24.126,1.972,-30.608,2.481,0.000,-0.000
POSITION,7.014599,-24.126,1.972,-30.608,2.481,0.000,-0.000
POSITION,7.090475,-24.126,1.972,-30.608,2.481,0.000,-0.000
POSITION,7.166241,-24.126,1.972,-30.608,2.481,0.000,-0.000
EVENT,7.168321,['Short wait time ended']
EVENT,7.170287,Movement enabled
EVENT,7.171465,Crosshair displayed
POSITION,7.241393,-24.126,1.972,-30.608,2.481,0.000,-0.000
POSITION,7.321028,-24.126,1.972,-30.608,2.481,0.000,-0.000
POSITION,7.398648,-24.126,1.972,-30.608,2.481,0.000,-0.000
POSITION,7.472956,-24.126,1.972,-30.608,2.481,0.000,-0.000
POSITION,7.557082,-24.126,1.972,-30.608,2.481,0.000,-0.000
POSITION,7.632894,-24.126,1.972,-30.608,2.481,0.000,-0.000
POSITION,7.705074,-24.126,1.972,-30.608,2.481,0.000,-0.000
POSITION,7.782369,-24.126,1.972,-30.608,2.481,0.000,-0.000
POSITION,7.852609,-24.126,1.972,-30.608,2.481,0.000,-0.000
POSITION,7.929267,-24.126,1.972,-30.608,2.481,0.000,-0.000
POSITION,8.004211,-24.126,1.972,-30.608,2.481,0.000,-0.000
POSITION,8.089416,-24.126,1.972,-30.608,2.481,0.000,-0.000
