Trial,Condition,Location,Direction,Target,Response_Angle,Right_Angle,Error_Angle,Accuracy,Travel_Onset,Crosshair_Onset,Response_Time,RT,ITI_Onset,ITI_Duration
22,1,3,0,1,217.655,267.238,49.583,None,1416.436278,1421.621884,1427.983756,6.361872,1427.986294,2.683234
23,1,0,3,1,284.446,230.29,-54.157,None,1431.897814,1437.094909,1444.054657,6.959748,1444.059021,1.336458
24,1,2,1,1,49.547,264.027,-145.52,None,1446.658989,1452.118423,1459.444107,7.325684,1459.447262,1.797457
25,2,0,2,2,25.878,27.003,1.125,1,1462.456451,1467.843335,1471.216969,3.373634,1471.219216,1.527323
25,2,0,1,0,214.378,213.264,-1.115,1,1473.978786,1479.407280,1481.180311,1.773031,1481.181650,4.202208
25,2,1,3,0,225.806,231.509,5.704,1,1486.607510,1492.126229,1495.622215,3.495986,1495.623507,1.654747
25,2,3,1,3,125.414,136.796,11.382,1,1498.500142,1503.823316,1505.276463,1.453147,1505.279616,4.022874
25,1,0,1,1,212.711,230.29,17.579,None,1896.892818,1902.352589,1904.899529,2.546940,1904.901837,2.306098
26,1,1,3,0,147.164,5.673,-141.492,None,1908.495723,1914.062378,1917.778412,3.716034,1917.780427,4.255919
27,1,0,0,0,292.3,42.779,110.479,None,1923.348094,1928.309007,1933.932218,5.623211,1933.938602,3.197367
28,1,3,0,0,221.16,23.97,162.81,None,1938.303663,1943.464857,1948.246319,4.781462,1948.249077,3.842250
29,1,1,1,1,48.937,242.143,-166.794,None,1953.282065,1958.555084,1964.038176,5.483092,1964.040509,3.919653
30,1,1,0,0,43.045,5.673,-37.372,None,1969.166187,1974.041931,1981.399758,7.357827,1981.401816,1.778463
31,1,0,1,0,107.58,42.779,-64.802,None,1984.394024,1989.507923,1996.878018,7.370095,1996.879890,4.183511
32,1,1,3,1,322.602,242.143,-80.459,None,2002.370684,2007.498337,2014.853851,7.355514,2014.856123,1.315827
33,2,2,0,0,209.14,207.599,-1.541,1,2017.453744,2022.895836,2026.206275,3.310439,2026.207340,1.561556
33,2,0,0,1,285.682,290.466,4.784,1,2029.043753,2034.238333,2038.036703,3.79837,2038.037719,4.440236
33,2,3,0,0,220.836,225.759,4.923,1,2043.697904,2048.523655,2051.843859,3.320204,2051.844770,1.336473
33,2,1,3,2,46.886,48.517,1.63,1,2054.509802,2059.665972,2060.866466,1.200494,2060.867585,3.213320
33,1,2,0,1,19.706,264.027,-115.679,None,2456.941722,2462.467361,2469.399129,6.931768,2469.402908,3.246144
34,1,0,0,1,290.562,230.29,-60.272,None,2473.969803,2479.445783,2483.528334,4.082551,2483.533971,1.684636
35,1,2,1,1,135.738,264.027,128.289,None,2486.447810,2491.473525,2499.284870,7.811345,2499.287586,4.307736
36,1,1,1,0,159.557,5.673,-153.884,None,2504.819051,2509.780432,2518.443177,8.662745,2518.446416,4.175903
37,1,0,2,1,284.157,230.29,-53.867,None,2523.880246,2529.078281,2537.933427,8.855146,2537.938270,2.008630
38,1,1,3,1,327.395,242.143,-85.252,None,2541.179330,2546.761503,2548.032205,1.270702,2548.035479,1.085673
39,1,3,1,0,133.04,23.97,-109.07,None,2550.365695,2555.216346,2562.577431,7.361085,2562.580668,1.226806
40,1,2,3,1,224.58,264.027,39.447,None,2565.088977,2570.011283,2575.681599,5.670316,2575.684893,4.236472
41,2,0,3,1,292.302,290.466,-1.836,1,2581.118057,2586.295206,2587.929167,1.633961,2587.930653,4.827000
41,2,0,1,2,19.231,27.003,7.772,1,2593.989555,2598.742636,2602.148798,3.406162,2602.152003,3.381151
41,2,2,2,1,290.62,287.922,-2.698,1,2606.881932,2612.340648,2613.615405,1.274757,2613.616390,1.729432
41,2,3,2,1,301.323,316.33,15.007,1,2616.586716,2622.026046,2623.375703,1.349657,2623.376645,2.652625
41,1,3,2,1,207.994,267.238,59.244,None,3002.594726,3008.088685,3014.926254,6.837569,3014.929022,3.215342
42,1,3,0,1,221.12,267.238,46.118,None,3019.366223,3024.514833,3028.197124,3.682291,3028.199631,3.061071
43,1,3,3,1,222.584,267.238,44.654,None,3032.444861,3037.657556,3043.030238,5.372682,3043.032907,3.679196
44,1,2,2,0,25.383,1.098,-24.284,None,3047.969384,3053.588819,3059.558511,5.969692,3059.560388,3.197181
45,1,0,3,0,109.396,42.779,-66.617,None,3064.029720,3068.967097,3072.404744,3.437647,3072.406770,2.895983
46,1,1,0,1,150.505,242.143,91.638,None,3076.494710,3081.163684,3087.988357,6.824673,3087.990268,3.412730
47,1,3,2,0,212.361,23.97,171.609,None,3092.605684,3097.608401,3100.890582,3.282181,3100.893824,1.302457
48,1,1,2,1,61.724,242.143,-179.581,None,3103.481078,3108.807511,3112.488701,3.681190,3112.493709,1.191358
49,2,1,0,1,319.489,330.706,11.217,1,3114.920052,3120.449990,3123.720610,3.27062,3123.721690,1.991987
49,2,2,1,1,297.478,287.922,-9.555,1,3126.956562,3132.413192,3135.743365,3.330173,3135.744353,2.609439
49,2,3,1,2,43.653,41.458,-2.195,1,3139.541655,3144.933112,3148.337138,3.404026,3148.338337,4.994134
49,2,0,0,3,109.182,128.161,18.979,1,3154.583958,3160.022933,3161.198440,1.175507,3161.201886,1.445553
49,1,1,1,0,29.335,5.673,-23.662,None,3554.737203,3559.481895,3564.497154,5.015259,3564.499177,1.393486
50,1,2,0,1,128.183,264.027,135.844,None,3567.072058,3572.462090,3579.550299,7.088209,3579.553140,3.385656
51,1,3,1,1,219.353,267.238,47.885,None,3584.145337,3589.364679,3592.428991,3.064312,3592.434533,4.398707
52,1,0,1,1,29.801,230.29,-159.511,None,3598.049838,3603.249377,3609.071178,5.821801,3609.073629,1.565514
53,1,1,3,0,36.558,5.673,-30.885,None,3611.857319,3617.385174,3626.159772,8.774598,3626.161933,4.718130
54,1,2,3,1,205.591,264.027,58.436,None,3632.137962,3637.507311,3643.135324,5.628013,3643.137690,2.353224
55,1,3,0,0,27.641,23.97,-3.671,None,3646.731798,3652.398035,3659.236126,6.838091,3659.238249,4.379587
56,1,0,2,0,117.78,42.779,-75.001,None,3664.786772,3669.663717,3675.129951,5.466234,3675.131726,2.887475
57,2,1,1,3,147.92,148.822,0.902,1,3679.350560,3684.413413,3685.722482,1.309069,3685.725674,3.276529
57,2,0,3,3,108.497,128.161,19.664,1,3690.197071,3695.778520,3699.037737,3.259217,3699.039000,1.540712
57,2,2,0,3,123.444,133.004,9.56,1,3701.829343,3707.045861,3708.404171,1.35831,3708.405103,3.909595
57,2,2,2,0,217.025,207.599,-9.426,1,3713.514305,3718.679573,3720.111165,1.431592,3720.112184,3.224630
57,1,1,1,1,233.527,242.143,8.616,None,4106.966698,4111.791329,4116.739971,4.948642,4116.743264,2.298276
58,1,1,2,0,33.371,5.673,-27.699,None,4120.319815,4125.929598,4129.232354,3.302756,4129.234415,4.643907
59,1,3,2,0,183.844,23.97,-159.873,None,4135.122391,4140.336697,4147.127452,6.790755,4147.130380,4.051635
60,1,2,3,0,125.299,1.098,-124.201,None,4152.460484,4157.897881,4161.567217,3.669336,4161.569922,1.905239
61,1,0,0,1,214.661,230.29,15.629,None,4164.774888,4169.658255,4175.123947,5.465692,4175.128737,2.674087
62,1,3,3,0,219.088,23.97,164.882,None,4178.996024,4183.781700,4188.943179,5.161479,4188.946270,4.074043
63,1,1,0,1,158.352,242.143,83.791,None,4194.225688,4199.277641,4201.517770,2.240129,4201.521283,4.111756
64,1,2,0,0,290.381,1.098,70.717,None,4206.872387,4211.621885,4217.074375,5.452490,4217.077774,2.439054
65,2,2,3,3,123.984,133.004,9.02,1,4220.845274,4225.900913,4229.407301,3.506388,4229.408981,1.370905
65,2,0,2,0,209.958,213.264,3.306,1,4232.053729,4237.510991,4238.831379,1.320388,4238.834295,2.338140
65,2,3,3,0,223.673,225.759,2.086,1,4242.370276,4247.806582,4251.127946,3.321364,4251.130973,3.808901
65,2,3,0,1,313.953,316.33,2.377,1,4256.149561,4261.544100,4264.886628,3.342528,4264.887554,3.524805
